Post_ID,Platform,Hashtag,Content_Type,Region,Views,Likes,Shares,Comments,Engagement_Level,Engagement_Rate
Post_1349,youtube,#tech,video,uk,4193386,430264,84216,12887,low,0.12576161603057767
Post_1350,youtube,#education,tweet,usa,1406438,73183,6162,13527,medium,0.0660334831681169
Post_1351,youtube,#dance,live stream,germany,4920264,398327,3628,34070,medium,0.08861821235608495
Post_1352,tiktok,#fitness,live stream,australia,675163,272637,95308,27495,high,0.5856956023952734
Post_1353,youtube,#fitness,shorts,germany,3156979,486439,65910,47543,medium,0.19002090289482446
Post_1354,twitter,#dance,reel,canada,2825287,117638,95968,7429,high,0.07823452980175112
Post_1355,instagram,#comedy,live stream,india,4880933,424044,36411,15765,low,0.09756741180425955
Post_1356,tiktok,#comedy,shorts,japan,203380,209884,73618,20779,low,1.4961205624938538
Post_1357,instagram,#viral,live stream,germany,1591371,457773,5808,24319,high,0.306590983497877
Post_1358,twitter,#tech,shorts,india,3671946,28063,80288,21251,low,0.03529518135615284
Post_1359,instagram,#music,shorts,germany,4747943,215327,30817,27401,high,0.05761337067441627
Post_1360,twitter,#fashion,live stream,germany,2578412,251504,84789,13528,medium,0.13567304216703924
Post_1361,youtube,#viral,video,india,1449220,225649,39904,16363,low,0.19452947102579318
Post_1362,youtube,#challenge,post,japan,597344,17521,66825,29302,medium,0.19025553115122945
Post_1363,tiktok,#comedy,video,canada,1009899,476137,3228,47964,low,0.5221601368057598
Post_1364,youtube,#fashion,shorts,usa,3120029,151582,8928,27509,medium,0.06026193987299477
Post_1365,tiktok,#gaming,tweet,australia,2364689,57101,14115,11231,high,0.03486589568437964
Post_1366,youtube,#gaming,video,canada,853053,422491,51824,41589,low,0.6047736776026812
Post_1367,tiktok,#dance,post,germany,318179,247637,74541,9632,low,1.0428406651601771
Post_1368,twitter,#fashion,tweet,uk,2205622,171076,81828,23677,medium,0.12539818699668392
Post_1369,tiktok,#viral,post,canada,963137,158489,94198,2651,low,0.26511077863273863
Post_1370,twitter,#tech,video,canada,4356359,427373,98628,27675,low,0.12709604511473915
Post_1371,instagram,#challenge,tweet,australia,1180989,109429,18098,33218,medium,0.1361104972188564
Post_1372,youtube,#challenge,reel,brazil,3465465,146955,2010,4596,high,0.04431180231224381
Post_1373,instagram,#comedy,reel,india,2744810,30544,94790,20833,medium,0.05325213767073131
Post_1374,twitter,#fitness,video,uk,4517381,232135,69688,1995,low,0.06725534109254898
Post_1375,twitter,#fitness,video,canada,4496073,124732,19857,2918,medium,0.0328079637496989
Post_1376,instagram,#fashion,live stream,germany,323411,56058,33031,39409,high,0.3973210558700848
Post_1377,youtube,#education,reel,germany,1690683,485592,49331,19554,high,0.3279603568498648
Post_1378,tiktok,#music,reel,canada,4125312,360231,50867,10401,medium,0.10217384769927705
Post_1379,instagram,#education,reel,india,3262393,454181,90442,5100,low,0.16850299764620633
Post_1380,tiktok,#fitness,shorts,brazil,1323089,321120,43717,31601,high,0.2996306370924405
Post_1381,youtube,#fitness,reel,germany,4993673,462012,14851,39245,low,0.1033523821043148
Post_1382,youtube,#gaming,shorts,usa,1871397,491635,26412,40281,high,0.29834823930999144
Post_1383,twitter,#music,live stream,germany,1091382,169871,69296,28132,medium,0.24491791141873331
Post_1384,instagram,#gaming,tweet,brazil,3717231,417599,10888,30642,low,0.12351371222288848
Post_1385,twitter,#challenge,shorts,uk,3351844,109560,72783,24165,high,0.06161026587156204
Post_1386,youtube,#education,post,usa,1088400,219478,50960,9544,low,0.2572418228592429
Post_1387,tiktok,#music,tweet,uk,1068851,486900,57469,18804,low,0.526895703891375
Post_1388,youtube,#tech,shorts,brazil,4256215,226028,42182,44655,low,0.07350779977045332
Post_1389,twitter,#education,post,canada,2875825,267989,33779,31998,high,0.11605921778967775
Post_1390,youtube,#tech,tweet,germany,1064061,290505,80733,47868,low,0.39387403541714244
Post_1391,tiktok,#fitness,reel,canada,3806689,20540,47457,9403,high,0.02033263027265952
Post_1392,twitter,#gaming,post,japan,4581334,82540,38617,2955,high,0.027090799317404057
Post_1393,tiktok,#challenge,shorts,india,1122575,36002,75771,49277,medium,0.14346480190633143
Post_1394,tiktok,#gaming,video,uk,3589440,232704,14507,29927,high,0.0772092582686993
Post_1395,twitter,#viral,post,canada,3436501,353078,6086,47414,medium,0.11831161987149139
Post_1396,youtube,#education,live stream,australia,4946463,445158,72002,36183,low,0.1118663982728669
Post_1397,twitter,#challenge,reel,usa,1687923,409229,27714,13106,medium,0.26662886873394104
Post_1398,tiktok,#dance,live stream,brazil,924656,154970,2083,31448,high,0.20386067899845997
Post_1399,youtube,#gaming,shorts,usa,3630952,413617,89862,4384,medium,0.13987048024870613
Post_1400,instagram,#comedy,live stream,australia,23823,40878,92816,32364,medium,6.970490702262519
Post_1401,twitter,#tech,video,germany,3270361,115776,61334,8923,low,0.0568845457733871
Post_1402,tiktok,#fitness,video,uk,534126,87051,54840,1455,medium,0.26837487783781355
Post_1403,tiktok,#comedy,video,germany,4126231,268495,57440,8547,medium,0.08106235448281979
Post_1404,youtube,#tech,tweet,india,4883178,104079,97157,25266,medium,0.04638413754321469
Post_1405,instagram,#music,post,uk,1749951,204875,35997,12109,low,0.14456461923791009
Post_1406,tiktok,#comedy,video,japan,215435,384718,41860,11247,medium,2.0322835193909996
Post_1407,tiktok,#dance,live stream,japan,1166376,489633,74135,5827,low,0.48834595362044486
Post_1408,instagram,#gaming,post,uk,4096709,436110,99307,43672,medium,0.14135468250246722
Post_1409,tiktok,#gaming,reel,brazil,4482940,45442,17114,47200,high,0.024483040147760177
Post_1410,instagram,#fashion,tweet,uk,183630,124969,28636,6719,low,0.8730817404563525
Post_1411,instagram,#fitness,shorts,canada,1270114,443977,12624,5006,medium,0.363437455220555
Post_1412,youtube,#viral,post,australia,3869946,95722,26834,29707,low,0.03934499344435297
Post_1413,youtube,#gaming,live stream,india,4596667,27747,18462,49929,medium,0.020914719295524343
Post_1414,instagram,#dance,tweet,usa,1253544,142240,4875,24089,medium,0.13657597978212171
Post_1415,instagram,#music,video,japan,1581916,469936,5231,20186,low,0.31313483143226317
Post_1416,youtube,#challenge,tweet,usa,2572752,354527,52194,10554,low,0.1621901372538045
Post_1417,instagram,#fitness,live stream,usa,1760362,304604,96372,32740,high,0.24637886980064327
Post_1418,instagram,#education,video,australia,2065185,429022,80506,34002,medium,0.2631870752499171
Post_1419,twitter,#dance,shorts,brazil,2321786,187199,28150,34043,high,0.10741386157036006
Post_1420,instagram,#viral,post,india,1834220,276597,79599,22457,low,0.20643815899946572
Post_1421,youtube,#fitness,video,india,3627837,118275,97590,15628,medium,0.06381019874928229
Post_1422,twitter,#dance,post,brazil,1869418,422698,91378,14943,high,0.2829859346598781
Post_1423,youtube,#dance,post,usa,3319990,492053,70509,850,medium,0.16970292079193008
Post_1424,instagram,#music,tweet,germany,1401937,135014,42756,42886,high,0.1573936631959924
Post_1425,twitter,#tech,shorts,brazil,3069341,152047,18783,29122,high,0.06514492850419683
Post_1426,youtube,#education,reel,uk,4571329,49155,98931,27535,low,0.03841793054054959
Post_1427,twitter,#viral,live stream,uk,3533891,362421,44888,6152,low,0.1169987982085469
Post_1428,tiktok,#education,reel,brazil,2967157,412876,73893,17235,low,0.16986091399949513
Post_1429,twitter,#fashion,post,germany,2307580,242509,24840,36605,medium,0.13171981036410438
Post_1430,instagram,#viral,live stream,uk,538315,258979,34138,31038,medium,0.602166018037766
Post_1431,youtube,#tech,reel,japan,2864531,281538,66575,25027,high,0.13026216158945392
Post_1432,youtube,#gaming,tweet,brazil,4812846,282674,48887,13168,medium,0.07162685030852847
Post_1433,twitter,#comedy,post,uk,4988430,387248,73957,36470,medium,0.09976585819586523
Post_1434,tiktok,#tech,post,uk,320458,417326,92430,12583,low,1.62997647117563
Post_1435,tiktok,#music,live stream,india,494177,74495,51341,20363,medium,0.2958433921449197
Post_1436,tiktok,#gaming,reel,australia,2263835,253167,92950,2373,high,0.15393789741743547
Post_1437,instagram,#music,live stream,japan,2243545,436598,7615,11674,medium,0.2031994009480532
Post_1438,instagram,#education,reel,canada,1786017,418903,61845,42763,medium,0.29311647089585374
Post_1439,tiktok,#challenge,video,australia,2793453,52138,49038,10863,medium,0.04010770898955522
Post_1440,twitter,#viral,tweet,usa,4561911,61464,87896,29370,low,0.03917875644658565
Post_1441,youtube,#gaming,post,brazil,4608473,304395,4335,6543,high,0.06841159750746072
Post_1442,tiktok,#fitness,tweet,canada,2090020,106952,66241,31466,low,0.09792202945426359
Post_1443,tiktok,#challenge,post,japan,2954922,83459,90758,11510,medium,0.06285343572520696
Post_1444,tiktok,#comedy,reel,germany,2972779,83040,51880,28713,high,0.05504378226568474
Post_1445,youtube,#challenge,tweet,usa,1149619,297330,86236,24425,low,0.3548923599905708
Post_1446,tiktok,#fitness,live stream,india,3654157,446765,960,10338,low,0.12535394620428186
Post_1447,twitter,#dance,video,usa,237146,366143,43936,27510,medium,1.845230364416857
Post_1448,twitter,#challenge,video,brazil,4822497,93252,89723,22110,low,0.04252672422605965
Post_1449,instagram,#comedy,post,japan,4059730,479772,15896,35015,medium,0.13071879164377925
Post_1450,youtube,#education,post,japan,1704415,111106,36968,11611,high,0.09368903700096515
Post_1451,tiktok,#gaming,shorts,uk,1245862,162049,83886,27223,low,0.21925221252434057
Post_1452,twitter,#gaming,video,australia,536923,464158,44277,47080,low,1.0346269390583007
Post_1453,youtube,#tech,post,brazil,540051,496755,33448,20685,medium,1.0200666233374256
Post_1454,youtube,#tech,post,germany,2550618,270046,39624,31764,high,0.13386324412358103
Post_1455,instagram,#challenge,video,germany,3262707,322516,95255,21585,high,0.13465996180472228
Post_1456,instagram,#music,post,canada,3707557,238257,87810,32469,medium,0.09670411001098567
Post_1457,youtube,#fitness,post,canada,3789717,314746,69878,17368,medium,0.10607441136105941
Post_1458,youtube,#fitness,video,usa,1980686,27994,52403,25446,medium,0.053437546385444235
Post_1459,tiktok,#fashion,live stream,uk,2133430,479806,15065,12873,high,0.2379942158870926
Post_1460,tiktok,#gaming,video,japan,3067711,211685,55025,91,high,0.08697070877928201
Post_1461,tiktok,#tech,live stream,india,2412395,496981,33360,46462,high,0.23909973283811317
Post_1462,instagram,#dance,video,uk,712815,321009,10779,9754,low,0.47914536029685123
Post_1463,twitter,#education,tweet,uk,1582056,494486,84288,37093,medium,0.3892826802591059
Post_1464,instagram,#education,tweet,japan,322957,396843,98493,11487,low,1.5693203739197479
Post_1465,youtube,#fitness,shorts,india,4995243,198754,50261,36892,medium,0.05723585419167796
Post_1466,tiktok,#fashion,shorts,japan,3678890,73518,35146,5294,medium,0.030976191188102933
Post_1467,instagram,#fitness,shorts,canada,2249841,97823,18276,5221,high,0.053923810615950196
Post_1468,instagram,#dance,shorts,australia,1684281,409446,92094,7598,high,0.30228803863488335
Post_1469,tiktok,#music,reel,uk,1873057,21326,82659,29430,high,0.0712284783645132
Post_1470,youtube,#gaming,post,australia,4400045,264695,92687,40287,low,0.09037839385733555
Post_1471,twitter,#tech,video,germany,4295904,96005,37813,34742,high,0.03923737588177017
Post_1472,tiktok,#education,live stream,india,1325071,32968,51401,6451,high,0.06853972353179566
Post_1473,youtube,#challenge,tweet,brazil,655188,203395,52047,33016,high,0.44026752626726984
Post_1474,twitter,#education,reel,india,3918763,377071,94228,18967,low,0.12510733616705066
Post_1475,instagram,#challenge,post,germany,990310,94516,53191,6975,medium,0.1561955347315487
Post_1476,twitter,#challenge,live stream,india,239932,144696,32439,22126,low,0.8304894720170715
Post_1477,tiktok,#viral,reel,india,1093638,160508,65534,14746,high,0.22017157414062058
Post_1478,instagram,#viral,shorts,india,4459322,130429,41640,43576,high,0.048358248182122754
Post_1479,instagram,#comedy,post,brazil,4856239,463589,77615,15106,medium,0.11455572923820265
Post_1480,twitter,#dance,post,brazil,180256,229751,7248,44829,low,1.5634874844665365
Post_1481,tiktok,#fitness,tweet,brazil,3716784,8333,58793,1796,low,0.018543450466855217
Post_1482,twitter,#tech,post,uk,2121741,241186,76623,19400,medium,0.15893033127040482
Post_1483,twitter,#comedy,post,india,1491502,426504,12495,12223,low,0.302528591983115
Post_1484,tiktok,#music,post,usa,863776,360210,45845,199,medium,0.47032332456562814
Post_1485,instagram,#comedy,post,germany,671118,362241,15395,711,high,0.5637562991903063
Post_1486,twitter,#fashion,reel,india,1732622,439661,38668,776,high,0.2765202104094257
Post_1487,youtube,#fitness,post,australia,3944670,372509,62062,992,low,0.11041810848562744
Post_1488,twitter,#fitness,tweet,india,4833726,226063,96093,28087,medium,0.07245818236283977
Post_1489,youtube,#music,post,india,1026032,380810,37630,25608,medium,0.43278182356885553
Post_1490,youtube,#dance,shorts,brazil,4106517,307295,68183,5092,high,0.09267464374310395
Post_1491,youtube,#tech,post,canada,2479066,402001,44542,16506,high,0.18678365158491142
Post_1492,twitter,#challenge,post,usa,4289404,303500,69530,26484,high,0.09313974622115334
Post_1493,instagram,#comedy,tweet,germany,4751448,53228,671,10009,high,0.01345021559743472
Post_1494,youtube,#gaming,tweet,usa,3416751,64162,48379,32333,high,0.0424010997582206
Post_1495,instagram,#challenge,live stream,australia,4727831,399257,28383,10368,low,0.09264459749090016
Post_1496,twitter,#fitness,post,brazil,3130764,471908,48103,21747,medium,0.17304338493735075
Post_1497,instagram,#challenge,post,germany,735519,381334,90166,35476,medium,0.6892765516594405
Post_1498,tiktok,#dance,post,brazil,515113,69782,39001,16271,low,0.2427700329830542
Post_1499,tiktok,#music,shorts,germany,4632593,82688,35928,8999,medium,0.027547207363133347
Post_1500,youtube,#education,shorts,usa,1763821,229796,94518,13069,medium,0.1912796139744339
Post_1501,youtube,#tech,tweet,usa,2579953,129665,13366,22743,low,0.06425465890270093
Post_1502,instagram,#comedy,video,canada,3239663,288436,94297,5399,high,0.11980628849358714
Post_1503,tiktok,#education,live stream,brazil,2768113,444617,75286,49358,low,0.20564948034997127
Post_1504,twitter,#gaming,shorts,usa,829927,186967,80175,49580,high,0.381626335810258
Post_1505,instagram,#gaming,reel,usa,4631785,399114,43028,19189,high,0.09960112569991915
Post_1506,instagram,#education,tweet,canada,3923269,38803,3269,25920,high,0.01733044560543771
Post_1507,instagram,#comedy,tweet,germany,1684045,237632,16203,33795,low,0.17079709865235193
Post_1508,tiktok,#fitness,post,brazil,4473700,15777,85487,15204,high,0.026033931644947137
Post_1509,youtube,#fitness,live stream,uk,3822229,385332,48139,6985,low,0.1152353770535465
Post_1510,twitter,#fitness,tweet,australia,4253475,394052,7337,4553,high,0.0954377303263802
Post_1511,youtube,#fashion,tweet,japan,2829354,130736,42112,46374,medium,0.07748129078227751
Post_1512,twitter,#music,tweet,japan,4577129,120208,84673,8875,high,0.046700890449012905
Post_1513,youtube,#comedy,video,uk,1194963,103244,46147,35429,high,0.15466587668404796
Post_1514,instagram,#gaming,post,canada,18259,325660,50504,27761,low,22.121967249027875
Post_1515,twitter,#education,post,brazil,4558750,161524,66774,20755,high,0.05463186180422265
Post_1516,youtube,#tech,live stream,usa,2624457,270811,8063,43610,medium,0.12287646549362402
Post_1517,youtube,#gaming,video,uk,3810909,73215,60036,6135,high,0.036575525681668074
Post_1518,instagram,#tech,shorts,brazil,2804201,214403,58405,45421,high,0.11348294933209138
Post_1519,tiktok,#dance,tweet,japan,296962,420882,50231,20919,low,1.6568853927438527
Post_1520,tiktok,#challenge,reel,canada,3678271,388515,29923,39653,medium,0.124539763383394
Post_1521,instagram,#gaming,shorts,india,3433826,11737,47228,22379,medium,0.023689027923954213
Post_1522,instagram,#challenge,live stream,usa,807398,175697,86610,31176,low,0.36349235445220324
Post_1523,tiktok,#viral,tweet,uk,344152,155459,92731,12480,low,0.7574269508821684
Post_1524,twitter,#fitness,post,brazil,1595568,145000,70495,40154,low,0.1602244467174072
Post_1525,youtube,#fitness,reel,india,2632783,220230,80297,29046,medium,0.1251804649300759
Post_1526,tiktok,#dance,post,germany,2252242,248785,7800,26183,low,0.12554956350161306
Post_1527,twitter,#gaming,post,india,2532021,335223,14017,24606,low,0.14764727464740615
Post_1528,youtube,#challenge,video,uk,4138006,417828,36755,20440,high,0.11479514529461775
Post_1529,instagram,#tech,shorts,india,4854421,486650,86108,46638,medium,0.12759420742453118
Post_1530,twitter,#viral,video,brazil,4066022,295418,61929,8393,low,0.0899503249121623
Post_1531,youtube,#music,live stream,brazil,2007848,280952,42850,13703,high,0.16809290344687447
Post_1532,tiktok,#fitness,live stream,brazil,4321729,395257,25222,9123,high,0.0994051223480232
Post_1533,youtube,#dance,live stream,usa,111610,3213,71922,12065,low,0.7812919989248275
Post_1534,instagram,#gaming,video,germany,2048086,191738,99853,42598,low,0.16317137073345553
Post_1535,twitter,#fitness,post,japan,103478,456488,26980,47979,low,5.135845300450337
Post_1536,twitter,#music,post,usa,4894673,140903,8150,24491,medium,0.03545568825537477
Post_1537,instagram,#gaming,reel,usa,991012,355863,94626,26180,high,0.4809921575117153
Post_1538,youtube,#challenge,video,canada,20509,237516,66323,41897,medium,16.857769759617728
Post_1539,youtube,#tech,post,australia,1469953,306082,51502,1668,high,0.24439692969775223
Post_1540,instagram,#fitness,reel,usa,1913736,54523,2152,11464,high,0.03560522454507832
Post_1541,instagram,#comedy,live stream,japan,4323,301571,81786,30318,low,95.69164931760352
Post_1542,youtube,#fitness,reel,canada,2911881,44708,57294,21899,low,0.04255015915828978
Post_1543,youtube,#comedy,reel,canada,2206955,316622,64570,9555,medium,0.1770525452489969
Post_1544,youtube,#challenge,live stream,australia,4574924,197709,97880,18735,medium,0.068705840796481
Post_1545,youtube,#gaming,shorts,usa,4910553,499704,34160,9319,low,0.1106154439225073
Post_1546,youtube,#tech,reel,uk,3101726,490,80829,593,high,0.026408522222788215
Post_1547,instagram,#comedy,shorts,usa,1664101,117775,50763,42936,high,0.1270800269935539
Post_1548,tiktok,#education,tweet,brazil,2417241,419969,78050,42955,low,0.2237981235631863
Post_1549,tiktok,#viral,post,japan,2758290,30695,65435,16736,low,0.0409188301447636
Post_1550,twitter,#gaming,post,brazil,271748,215421,41229,16581,low,1.0054572618749724
Post_1551,youtube,#viral,shorts,india,1151377,488602,78927,10780,high,0.5022759704249781
Post_1552,twitter,#tech,video,germany,1188499,97329,81880,35799,low,0.18090717787730576
Post_1553,youtube,#fitness,live stream,japan,1797416,432818,87238,33875,low,0.3081818566208379
Post_1554,youtube,#gaming,video,india,4334449,298421,27429,47285,medium,0.08608591311144738
Post_1555,youtube,#viral,reel,brazil,4938299,139325,25425,21859,medium,0.037788112870443855
Post_1556,youtube,#fashion,tweet,germany,4629556,8738,79929,19204,low,0.02330050657125651
Post_1557,twitter,#viral,post,japan,4774320,416290,52552,21456,high,0.10269483402872032
Post_1558,tiktok,#gaming,video,japan,2497597,321619,36084,47880,low,0.1623892885841871
Post_1559,youtube,#comedy,shorts,brazil,1882126,475800,43114,27910,low,0.29053527765941284
Post_1560,youtube,#comedy,reel,brazil,1194460,216370,38625,17650,medium,0.22825795757078512
Post_1561,twitter,#comedy,tweet,uk,1622856,192496,43325,17806,low,0.15628435301715002
Post_1562,twitter,#gaming,tweet,india,1301521,96995,8034,37607,medium,0.10959177762018438
Post_1563,youtube,#dance,reel,australia,4530295,353065,91917,19537,high,0.10253614830822276
Post_1564,instagram,#tech,reel,uk,3642505,472553,83616,25351,low,0.1596483738526097
Post_1565,youtube,#dance,shorts,uk,110017,447835,93230,15675,high,5.060490651444777
Post_1566,youtube,#education,reel,usa,558319,94611,39828,27525,low,0.29009222326304496
Post_1567,instagram,#challenge,reel,australia,797275,354616,31544,29280,high,0.5210749114170142
Post_1568,instagram,#tech,reel,canada,1146819,153532,13633,27160,medium,0.16944696591179603
Post_1569,tiktok,#gaming,reel,canada,3317315,70605,61789,43169,low,0.05292322254594454
Post_1570,tiktok,#dance,live stream,australia,243941,453454,4373,23761,medium,1.9741986791888202
Post_1571,youtube,#tech,post,canada,2514764,100963,79384,29464,medium,0.08343168583612617
Post_1572,instagram,#fitness,reel,india,4956932,128560,68871,43838,medium,0.04867305018507415
Post_1573,twitter,#tech,tweet,india,2131247,184490,46526,35734,high,0.12516146650294405
Post_1574,instagram,#viral,video,uk,1131722,340105,73373,11857,medium,0.37582992996513276
Post_1575,youtube,#tech,reel,usa,2833025,156803,67252,2601,low,0.08000494171424537
Post_1576,tiktok,#fashion,video,australia,3587576,363800,86707,9705,high,0.12827937303627854
Post_1577,twitter,#gaming,post,usa,1942883,174956,57853,15443,low,0.12777506417010184
Post_1578,twitter,#dance,post,india,295323,249791,34311,31083,high,1.0672551748424606
Post_1579,twitter,#fitness,post,india,57621,424733,91384,26655,low,9.41969073775186
Post_1580,twitter,#challenge,video,uk,720247,6093,2414,30680,medium,0.05440772401689976
Post_1581,youtube,#dance,video,japan,841094,337567,10161,19041,high,0.4360618432660321
Post_1582,instagram,#comedy,tweet,uk,2851192,57367,19782,37567,low,0.040234400208754795
Post_1583,youtube,#challenge,reel,germany,416547,247208,58688,23164,low,0.7899708796366316
Post_1584,youtube,#education,post,japan,238276,86411,87917,20519,low,0.8177365743927211
Post_1585,twitter,#fitness,reel,usa,3675226,477204,2549,30839,high,0.13892805503661543
Post_1586,tiktok,#challenge,tweet,india,543860,495293,51511,22273,high,1.0463667120214761
Post_1587,youtube,#education,live stream,japan,4025654,427509,7469,31997,low,0.11599978537648789
Post_1588,instagram,#viral,live stream,japan,3830274,264013,37812,25236,low,0.08538840824442324
Post_1589,instagram,#fitness,post,japan,4277170,471076,43675,21460,medium,0.12536583769174478
Post_1590,instagram,#music,reel,australia,1586403,28598,85817,46074,medium,0.10116534071102992
Post_1591,tiktok,#dance,shorts,australia,914452,339941,5979,34553,high,0.4160666716240984
Post_1592,twitter,#challenge,reel,japan,1124083,331967,1699,22789,low,0.31710736662684164
Post_1593,youtube,#challenge,shorts,usa,2656928,243831,52757,9603,low,0.11524249057558203
Post_1594,tiktok,#comedy,reel,india,4174343,92667,67770,33150,high,0.04637544159643805
Post_1595,instagram,#music,post,uk,2150898,109954,6366,25896,low,0.06611936037878133
Post_1596,youtube,#dance,post,japan,4242231,207880,83865,28311,medium,0.0754452079577939
Post_1597,tiktok,#comedy,tweet,japan,1418648,351250,22389,24313,medium,0.2805149691819253
Post_1598,tiktok,#dance,shorts,germany,3545754,223054,61984,32043,medium,0.08942554954461025
Post_1599,twitter,#tech,live stream,germany,2651800,219881,16104,23971,high,0.0980300173467079
Post_1600,instagram,#music,shorts,germany,3985221,262934,82583,19181,medium,0.09151261623884849
Post_1601,tiktok,#education,tweet,uk,4070028,212737,50214,25262,low,0.07081351774484107
Post_1602,youtube,#fitness,reel,japan,2703326,239560,14191,44747,low,0.11041879521744695
Post_1603,youtube,#tech,live stream,canada,2695917,354316,26738,3079,high,0.14248695341881817
Post_1604,tiktok,#fashion,shorts,germany,3185499,55001,79409,32643,high,0.052441705365470215
Post_1605,instagram,#fitness,tweet,australia,2316764,98083,89325,34220,low,0.09566274337826382
Post_1606,instagram,#fitness,video,australia,2463746,310242,10086,38862,high,0.14579019103430305
Post_1607,youtube,#fitness,tweet,brazil,979236,445534,44401,41269,high,0.5424678014288691
Post_1608,instagram,#fitness,reel,australia,3418348,292153,51497,30601,low,0.10948300173066054
Post_1609,instagram,#fitness,post,brazil,1057426,357002,30426,49349,low,0.41305680019216473
Post_1610,instagram,#dance,live stream,canada,685984,84562,38364,24145,high,0.21439421327611138
Post_1611,tiktok,#fashion,reel,australia,4914854,366072,63088,10841,low,0.08952473461063136
Post_1612,instagram,#education,live stream,brazil,2341476,187857,88914,17369,high,0.12562161645047826
Post_1613,instagram,#education,shorts,usa,4473721,373738,40435,43313,medium,0.10226073552642197
Post_1614,twitter,#challenge,reel,germany,365562,250857,19167,2672,high,0.7459637489673434
Post_1615,instagram,#viral,post,germany,155818,50777,5658,26194,medium,0.5302917506321477
Post_1616,youtube,#dance,tweet,brazil,659447,306375,16542,10073,medium,0.5049533927669699
Post_1617,instagram,#fitness,shorts,india,1876999,457119,16393,27762,medium,0.2670614102618062
Post_1618,instagram,#education,shorts,uk,55629,280770,79724,33789,medium,7.087724028833882
Post_1619,tiktok,#fitness,video,japan,1247095,384412,9221,18983,low,0.33086172264342334
Post_1620,tiktok,#fashion,reel,india,1775119,140839,55814,25850,medium,0.12534539937885855
Post_1621,twitter,#fitness,tweet,usa,857952,53166,31496,36051,high,0.14069901346462274
Post_1622,twitter,#tech,video,canada,2209389,482782,60115,41459,low,0.2644876026811032
Post_1623,twitter,#fashion,tweet,brazil,4955538,432781,10972,2387,low,0.09002857005636926
Post_1624,twitter,#music,post,uk,1259132,34868,47819,39976,medium,0.0974186979601821
Post_1625,instagram,#tech,video,brazil,4003118,146736,23416,41111,medium,0.05277461218979805
Post_1626,twitter,#gaming,shorts,india,1904319,477329,16741,13594,low,0.2665855878138064
Post_1627,twitter,#education,tweet,canada,4582495,64321,94120,12939,low,0.03739884058793299
Post_1628,tiktok,#fitness,shorts,brazil,1707223,69921,5348,27889,low,0.06042444367256064
Post_1629,tiktok,#tech,shorts,usa,1451710,486379,30071,10948,high,0.36329432186869276
Post_1630,twitter,#dance,reel,usa,2110402,189604,40737,13834,high,0.11570070536324359
Post_1631,twitter,#dance,post,canada,4745366,432269,60416,6857,high,0.1052694354871679
Post_1632,tiktok,#tech,shorts,usa,2049721,268966,85659,5658,high,0.1757717269813794
Post_1633,youtube,#dance,live stream,india,4646660,449894,57521,37427,high,0.11725454412416661
Post_1634,twitter,#gaming,shorts,india,2479459,142403,78204,9039,high,0.0926193980219072
Post_1635,tiktok,#challenge,video,australia,1888760,461087,43011,22628,high,0.2788739702238506
Post_1636,youtube,#gaming,video,japan,261709,433301,20171,13866,high,1.7857161962332209
Post_1637,twitter,#challenge,tweet,india,2812314,74309,1044,11855,high,0.03100933963988374
Post_1638,youtube,#dance,shorts,germany,3497312,27448,94037,20054,low,0.04047079585693241
Post_1639,twitter,#tech,tweet,canada,731918,405408,33684,24680,high,0.6336392874611637
Post_1640,twitter,#viral,live stream,usa,2000395,191198,63578,6326,medium,0.13052522126879942
Post_1641,tiktok,#challenge,post,canada,2940659,29714,29002,45381,medium,0.035399208136679565
Post_1642,tiktok,#viral,video,germany,2734409,357486,35102,40977,low,0.15855894271851798
Post_1643,twitter,#tech,live stream,germany,4562050,48226,85609,32371,low,0.03643230565206431
Post_1644,tiktok,#music,video,india,4855797,70587,33841,28587,high,0.027393031463218087
Post_1645,twitter,#fitness,reel,canada,3399334,231513,21754,40671,low,0.0864692907493056
Post_1646,instagram,#fashion,post,australia,2149093,4283,97823,25162,medium,0.05921940092867084
Post_1647,youtube,#fashion,shorts,uk,4020003,292915,66714,16223,high,0.09349545261533387
Post_1648,twitter,#challenge,shorts,japan,752268,50734,89891,9399,high,0.19942892692497888
Post_1649,youtube,#challenge,tweet,usa,1085319,225410,83973,9673,low,0.2939743983105428
Post_1650,youtube,#fitness,shorts,australia,4841810,373052,32565,46187,medium,0.09331303789285413
Post_1651,tiktok,#fashion,tweet,canada,2503297,250047,1748,27674,medium,0.11164036868178247
Post_1652,tiktok,#viral,video,usa,3680526,81081,6559,17831,medium,0.02865650181522967
Post_1653,tiktok,#music,video,canada,3917058,443581,74974,25488,medium,0.1388907184933182
Post_1654,tiktok,#viral,post,brazil,4464275,97838,62114,22434,medium,0.04085456205094892
Post_1655,youtube,#music,reel,uk,4782032,391629,93730,20836,high,0.10585353673919372
Post_1656,instagram,#fitness,tweet,usa,4141357,340428,36529,4526,high,0.09211545877353727
Post_1657,twitter,#fitness,post,germany,2781286,186013,98891,19768,high,0.10954357085175706
Post_1658,instagram,#fitness,video,japan,1577124,190567,91953,34496,low,0.20100892510671323
Post_1659,tiktok,#education,live stream,usa,4836204,290221,34793,15068,medium,0.07032002785655857
